Configuration,Quality,Feature 1,Feature 2,Feature 3,Feature 4
1,0,134,103,100.25,124
3,0,137,120,113.25,106
3,0,135,122,118,106
3,0,135,121,118.5,104
3,0,137,123,116.5,104
3,0,136,120,109.75,110
1,0,131,112,100.25,124
2,0,132,116,97.75,128
3,0,131,112,106.75,112
2,0,131,113,95.5,124
3,0,131,112,107.75,112
2,0,132,115,97.5,124
3,0,132,118,110.5,108
2,0,132,116,96.75,122
3,0,132,114,108.5,110
2,0,132,119,93,124
3,0,132,115,109,112
2,0,132,113,99.75,122
1,0,130,111,94,126
2,0,132,111,103.25,118
3,0,132,111,108.75,112
2,0,132,111,104.75,118
3,0,132,114,106.25,116
2,0,131,111,103,116
2,0,132,114,101.5,122
3,0,132,115,107,112
2,0,133,114,101.5,120
3,0,132,113,110,110
2,0,132,113,103.25,120
3,0,133,113,107.75,114
1,0,134,109,100.5,118
3,0,137,124,115.25,104
3,0,136,122,113.75,108
3,0,137,122,113,106
3,0,138,125,116.25,106
3,0,138,122,111.5,108
1,0,132,110,102,122
2,0,132,117,95.5,126
3,0,132,114,108,112
2,0,132,116,91.75,128
3,0,132,112,108.25,114
2,0,132,115,96,124
3,0,133,120,111.75,108
2,0,133,119,94.5,124
3,0,132,116,111,108
2,0,132,116,99.25,120
3,0,133,116,110.25,110
2,0,133,120,91.5,128
1,0,133,106,96.75,126
2,0,134,116,94.75,124
3,0,132,111,105,114
2,0,134,112,105.25,118
3,0,133,115,101.75,118
2,0,132,111,105.25,116
2,0,133,116,98,124
3,0,133,114,105.5,116
2,0,133,113,99.25,122
3,0,133,114,108,112
2,0,134,117,95.5,124
3,0,134,116,106.75,114
1,0,130,113,103.75,116
2,0,131,116,97.5,124
3,0,130,115,108.75,110
2,0,132,117,96.5,126
3,0,130,113,106.25,112
2,0,130,114,96.75,122
3,0,132,115,108.25,114
2,0,131,119,92,126
3,0,131,115,107.75,112
2,0,130,115,100,120
3,0,131,115,106,114
2,0,130,113,101,120
1,0,130,108,100,120
2,0,132,111,103,116
3,0,132,111,107.5,112
2,0,130,111,105.5,118
3,0,132,116,99.75,120
2,0,132,110,106.25,116
2,0,132,115,97.75,122
3,0,135,120,119,106
2,0,132,112,101.5,120
3,0,133,116,112.25,108
2,0,132,113,102.5,120
3,0,134,115,108,114
1,0,131,112,98.5,120
3,0,134,120,114.25,104
3,0,133,122,119.5,102
3,0,133,122,118,104
3,0,135,122,112,104
3,0,134,122,111.5,106
1,0,131,110,104,116
2,0,132,118,100.5,124
3,0,131,114,109.75,110
2,0,132,115,96,124
3,0,132,114,106.25,114
2,0,132,113,97.25,120
3,0,134,122,119,104
2,0,132,120,93.75,128
3,0,132,118,108.5,110
2,0,132,117,94,128
3,0,132,115,106.75,112
2,0,132,115,99.5,122
1,0,130,110,94.5,126
2,0,133,110,102.25,116
3,0,132,112,106.25,114
2,0,131,112,102.25,118
3,0,132,113,106,114
2,0,132,111,104.25,116
2,0,133,115,99.25,120
3,0,134,116,108,114
2,0,133,115,101.5,120
3,0,133,115,107.25,114
2,0,132,116,98.75,122
3,0,134,117,106,114
1,0,132,113,100.75,120
2,0,130,116,102.5,122
3,0,130,116,108,110
2,0,133,117,97.25,124
3,0,132,116,107.25,112
2,0,132,115,101,118
3,0,135,123,117.25,108
2,0,132,119,100,122
3,0,133,123,118.75,108
2,0,132,116,101.25,118
3,0,133,119,113.75,108
2,0,132,114,101.5,120
1,0,132,110,96.75,126
2,0,134,115,103.25,116
3,0,132,113,106.25,114
2,0,132,112,105.5,114
3,0,135,121,99,118
2,0,132,110,107.5,114
2,0,134,121,90.5,128
3,0,136,123,121.5,106
2,0,135,115,99.5,120
3,0,134,114,113.25,110
2,0,133,118,99,122
3,0,133,116,108.25,112
1,0,133,108,104.5,118
2,0,133,116,94.75,126
3,0,132,113,108.5,112
2,0,133,115,98.75,124
3,0,132,111,106.25,114
2,0,134,113,98,120
3,0,134,116,112.5,108
2,0,132,119,96,124
3,0,133,115,106,114
2,0,133,120,94.25,124
3,0,132,113,105,112
2,0,133,115,99.25,122
1,0,133,110,97.5,122
2,0,145,111,93.25,128
3,0,135,113,105.5,116
2,0,135,111,107,118
3,0,135,110,108,114
2,0,135,113,99.75,120
2,0,133,116,97.75,122
3,0,136,116,110.5,110
2,0,144,108,99,126
3,0,135,113,107.25,116
2,0,144,105,98.25,124
3,0,137,114,107.75,112
1,0,139,103,99.75,126
3,0,137,124,115.5,104
3,0,137,119,104,116
3,0,137,123,115.5,102
3,0,138,123,117,104
3,0,137,124,117,104
1,0,132,111,98.5,124
2,0,134,112,102.75,118
3,0,132,112,106,114
2,0,133,115,98.25,120
3,0,131,114,103.75,116
2,0,132,113,102.5,116
2,0,134,117,95.75,126
3,0,136,120,112.75,110
2,0,134,115,96.5,124
3,0,135,115,104.75,118
2,0,133,119,91.5,130
3,0,135,120,108.75,112
1,0,132,111,103,118
2,0,134,118,99.75,124
3,0,132,115,110,110
2,0,134,116,98.5,120
3,0,133,114,105.75,114
2,0,134,111,98.25,120
3,0,135,121,115.75,106
2,0,133,120,97,122
3,0,133,115,109.75,110
2,0,134,118,96,122
3,0,133,113,108.75,112
2,0,133,116,99.5,122
1,0,132,110,98.25,124
2,0,137,115,104,116
3,0,137,109,106.25,114
2,0,136,113,104.75,118
3,0,137,117,102.25,120
2,0,134,112,104.75,116
2,0,141,114,95.5,126
3,0,144,112,107,118
2,0,145,106,101.75,124
3,0,146,113,99.25,126
2,0,135,116,100.25,122
3,0,138,116,106.75,114
1,0,133,114,101.25,122
2,0,133,119,99.25,124
3,0,132,116,106.25,112
2,0,133,116,96.75,122
3,0,133,115,106.25,114
2,0,133,115,98.75,120
3,0,135,122,111.25,110
2,0,135,122,94,124
3,0,135,123,116,108
2,0,133,117,96,122
3,0,134,120,109.75,110
2,0,134,116,97,124
1,0,133,111,95.75,126
2,0,135,116,100,118
3,0,135,118,105.75,112
2,0,135,113,104.25,118
3,0,135,116,102.75,116
2,0,134,113,105.75,118
2,0,136,120,93.75,126
3,0,138,124,116.75,106
2,0,135,116,99,122
3,0,135,117,109.5,110
2,0,135,116,101,120
3,0,137,117,108.25,110
1,0,145,99,113.75,118
3,0,140,125,115.5,104
3,0,141,125,116,106
3,0,139,124,117,102
3,0,142,123,119,104
3,0,141,125,114.75,106
1,0,133,113,98.5,122
2,0,134,118,96.25,124
3,0,133,114,108.5,110
2,0,135,119,92.75,128
3,0,133,113,107,114
2,0,134,115,98,122
3,0,136,122,112.75,108
2,0,135,122,93.25,126
3,0,135,118,106,112
2,0,133,117,104.25,118
3,0,133,116,108.75,112
2,0,135,118,95.75,124
1,0,133,111,97,124
2,0,144,115,90.5,134
3,0,134,112,105,114
2,0,133,111,103.75,116
3,0,135,112,106.25,114
2,0,133,112,105.25,116
2,0,135,115,98.75,122
3,0,135,114,107.25,112
2,0,135,115,97.75,122
3,0,137,117,103.25,118
2,0,135,116,99.5,122
3,0,136,115,105.25,116
1,0,132,115,94.5,128
2,0,135,118,99.5,118
3,0,133,115,106,114
2,0,135,120,99.25,120
3,0,133,117,103.5,116
2,0,133,115,101.75,118
3,0,133,109,102.75,116
2,0,140,129,122.25,98
3,0,132,110,99.25,120
2,0,138,128,119,100
3,0,132,110,101.75,118
2,0,140,128,119.25,100
1,0,132,112,94.5,128
2,0,135,114,102,118
3,0,133,112,107.25,112
2,0,133,115,100.25,120
3,0,132,116,102.5,118
2,0,134,113,105,118
2,0,135,118,92.75,126
3,0,135,115,107,116
2,0,144,108,98.25,122
3,0,137,117,107.75,114
2,0,135,116,98,124
3,0,136,119,110.5,112
1,0,131,114,95,126
2,0,135,118,100,118
3,0,132,116,107,112
2,0,133,119,98.25,120
3,0,133,116,104,114
2,0,132,113,103.75,116
3,0,130,110,103.5,116
2,0,138,128,127.5,96
3,0,132,110,102.75,118
2,0,138,128,127,96
3,0,130,111,103.25,120
2,0,138,127,122.5,98
1,0,132,112,96.75,124
2,0,137,116,96,124
3,0,133,115,107,112
2,0,132,113,104.75,116
3,0,131,116,103,118
2,0,132,113,104.25,118
2,0,133,116,97.25,122
3,0,134,117,107.25,112
2,0,134,116,98,122
3,0,135,113,107.5,112
2,0,135,115,98.5,122
3,0,135,115,102.5,118
1,0,132,111,98.25,122
2,0,137,119,99,120
3,0,135,121,109.75,110
2,0,137,115,101.5,120
3,0,135,120,99.25,118
2,0,134,117,100.75,120
3,0,132,109,103.25,118
2,0,142,130,128.25,96
3,0,132,110,101.25,122
2,0,140,129,126.5,96
3,0,132,111,101.75,118
2,0,141,129,122.25,98
1,0,132,114,97.25,126
2,0,138,113,103.75,116
3,0,133,115,107.25,112
2,0,133,113,105.25,116
3,0,133,115,105,116
2,0,133,112,105,116
2,0,134,120,91.75,128
3,0,137,121,114,108
2,0,136,116,100.5,120
3,0,135,117,108,112
2,0,135,119,91.25,128
3,0,135,116,107.25,112
1,0,138,111,103,124
3,0,140,125,114.5,106
3,0,139,122,108.75,110
3,0,138,125,114,104
3,0,138,124,117.75,102
3,0,139,125,116.75,106
1,0,133,112,105.75,116
2,0,134,118,95.75,126
3,0,133,115,106.5,112
2,0,133,115,97.25,122
3,0,134,113,108.75,112
2,0,133,113,97,122
3,0,135,120,110.25,110
2,0,134,122,92.5,128
3,0,134,121,110.25,110
2,0,134,120,94.5,124
3,0,133,118,109,110
2,0,134,118,94.25,126
1,0,132,112,92.25,128
2,0,138,113,99.25,120
3,0,135,111,107.75,112
2,0,137,116,98.75,122
3,0,135,116,103,118
2,0,135,114,103.5,116
2,0,135,120,94.25,128
3,0,133,116,106.25,114
2,0,135,115,101.75,120
3,0,136,120,113,108
2,0,134,116,98.5,122
3,0,135,115,105.25,114
1,0,128,111,105.75,114
2,0,127,116,103.5,118
3,0,129,118,113,106
2,0,128,111,101.5,118
3,0,127,112,110.5,108
2,0,128,113,98.75,118
3,0,130,115,111.5,106
2,0,130,117,95.75,122
3,0,130,118,109.75,110
2,0,130,111,102.5,114
3,0,130,113,109,110
2,0,130,112,99,120
1,0,129,107,98.75,122
2,0,136,114,96.5,120
3,0,132,111,109.75,110
2,0,131,110,107,114
3,0,132,112,105.75,114
2,0,132,109,104.25,114
2,0,132,117,94.5,124
3,0,133,116,115.25,106
2,0,132,115,98.5,122
3,0,132,113,113,108
2,0,132,115,96.25,124
3,0,133,113,109,110
1,0,135,104,103,120
3,0,140,118,113.75,104
3,0,135,120,114.25,106
3,0,135,120,120,100
3,0,136,122,118.5,102
3,0,134,120,114,106
1,0,129,110,101.5,120
2,0,129,116,100.25,122
3,0,128,113,109.25,110
2,0,128,112,97.5,120
3,0,130,111,107.25,114
2,0,130,113,99.75,118
3,0,130,113,108,110
2,0,130,114,100.75,116
3,0,133,116,116,106
2,0,130,114,104.5,116
3,0,130,113,107.75,110
2,0,130,114,100,120
1,0,128,110,97.25,122
2,0,131,113,103.5,114
3,0,130,110,109.25,110
2,0,129,111,106.75,114
3,0,130,111,109.25,112
2,0,130,112,105.5,114
2,0,132,112,102.75,116
3,0,133,117,117.75,104
2,0,145,103,109,118
3,0,132,111,103.5,114
2,0,132,113,98.75,120
3,0,133,116,107.5,112
1,0,130,111,98.25,120
2,0,132,117,98.25,126
3,0,130,112,110,110
2,0,130,115,98.75,120
3,0,130,111,105.25,114
2,0,131,115,97.25,122
3,0,131,118,114.25,106
2,0,131,116,96,122
3,0,130,110,106.5,112
2,0,132,115,96.75,122
3,0,128,110,107.25,112
2,0,131,115,94.25,124
1,0,128,108,97.25,122
2,0,133,114,100.25,118
3,0,130,111,106.75,112
2,0,133,113,104,118
3,0,129,113,108,112
2,0,133,110,103.75,116
2,0,132,115,99.25,118
3,0,135,119,115,106
2,0,133,116,97.75,120
3,0,134,116,108.75,112
2,0,132,116,98.25,122
3,0,135,118,111.5,110
1,0,130,107,99,122
3,0,135,120,120.25,104
3,0,133,120,103.25,114
3,0,135,120,118,102
3,0,138,124,119,102
3,0,135,120,114.75,106
1,0,129,111,95,126
2,0,135,111,103,118
3,0,135,109,106,114
2,0,132,113,100.5,118
3,0,129,113,106.75,114
2,0,132,113,102.5,116
2,0,132,116,97.25,122
3,0,132,112,109,114
2,0,133,113,98,120
3,0,133,113,108.25,114
2,0,133,117,93.5,128
3,0,133,113,107.5,112
1,0,130,110,99.25,120
3,0,135,121,115.5,104
3,0,133,122,121.75,100
3,0,134,120,120.25,100
3,0,136,122,119.25,102
3,0,135,123,121.25,104
1,0,131,110,102,120
2,0,131,116,98.5,126
3,0,129,112,109,110
2,0,130,115,97.25,124
3,0,130,111,107.5,112
2,0,130,113,101.75,116
3,0,133,119,113,106
2,0,131,118,99,120
3,0,133,117,111.5,108
2,0,132,116,95.5,124
3,0,132,116,115,106
2,0,132,117,96.75,122
1,0,130,111,94.25,124
2,0,132,113,103.5,116
3,0,130,112,105,112
2,0,131,111,106.5,114
3,0,132,113,106.5,114
2,0,132,111,106.25,114
2,0,133,117,95.25,126
3,0,133,116,112,108
2,0,132,114,97,122
3,0,132,113,108.5,112
2,0,132,115,99.25,120
3,0,133,116,107.5,112
1,0,129,113,99,120
2,0,132,118,100.5,126
3,0,130,113,107.75,110
2,0,130,115,98.25,122
3,0,130,113,108.5,112
2,0,132,115,99,122
3,0,132,118,111.5,108
2,0,132,115,103,120
3,0,131,111,107.75,112
2,0,131,117,96.25,120
3,0,130,112,107.5,112
2,0,132,118,91.75,128
1,0,130,109,99,122
2,0,134,115,95.25,126
3,0,132,110,107.5,112
2,0,133,115,99.25,122
3,0,131,112,105.5,114
2,0,132,111,103.5,116
2,0,133,115,101.5,120
3,0,133,113,109.75,110
2,0,132,113,100,120
3,0,133,115,111.25,112
2,0,134,120,93,126
3,0,134,113,109.5,112
1,0,132,110,98,122
3,0,134,120,115.75,106
3,0,132,121,112,106
3,0,135,122,116.25,102
3,0,136,123,119.25,102
3,0,136,120,112.25,108
1,0,130,111,95.5,126
2,0,133,114,100.5,118
3,0,132,112,104.5,114
2,0,133,116,98.5,122
3,0,132,118,105,114
2,0,132,114,100.25,118
2,0,132,116,99.25,122
3,0,133,118,110.75,108
2,0,133,115,96.5,124
3,0,132,114,108.5,110
2,0,132,117,96.5,126
3,0,133,115,105.5,114
1,0,130,113,99,122
3,0,135,122,121.5,102
3,0,135,119,111.5,106
3,0,135,121,120,102
3,0,137,122,116.75,106
3,0,135,121,112,108
1,0,132,113,97.75,122
2,0,133,117,97.25,124
3,0,132,113,108.25,110
2,0,133,117,95.25,126
3,0,132,113,105,114
2,0,133,115,97.5,122
3,0,135,119,113.25,108
2,0,133,117,94.75,126
3,0,132,114,106.75,114
2,0,132,118,96.25,122
3,0,132,116,107.5,110
2,0,132,116,98.75,120
1,0,130,110,96,124
2,0,144,108,97.5,124
3,0,133,111,109.75,112
2,0,132,112,104.5,116
3,0,132,113,104.25,114
2,0,132,111,105,116
2,0,133,115,95.75,122
3,0,133,115,106.5,112
2,0,135,114,99,122
3,0,135,120,114.5,108
2,0,135,115,99.5,124
3,0,135,116,111,112
1,0,132,113,102.25,120
2,0,133,117,100,122
3,0,132,116,107.25,112
2,0,132,116,97.25,122
3,0,132,115,103,116
2,0,131,115,98,120
3,0,134,119,109.5,108
2,0,135,118,99.5,120
3,0,133,113,108.25,112
2,0,133,117,97.25,120
3,0,132,113,105,114
2,0,133,116,95.75,124
1,0,132,111,95,124
2,0,135,116,93.75,124
3,0,134,117,109.25,110
2,0,134,114,105.25,116
3,0,133,119,101,118
2,0,133,112,106.25,114
2,0,135,119,95,126
3,0,135,115,108.5,112
2,0,135,116,96.25,124
3,0,135,118,105.5,114
2,0,135,116,100,120
3,0,136,118,109.5,112
1,0,131,114,101.5,120
2,0,132,117,100.25,120
3,0,132,118,106.25,112
2,0,132,119,98.5,126
3,0,132,119,103.25,114
2,0,133,116,96.25,122
3,0,134,118,110.5,110
2,0,133,121,92.75,126
3,0,131,113,105.25,114
2,0,133,119,93,126
3,0,132,114,108.25,112
2,0,134,118,92,128
1,0,132,111,96.25,126
2,0,142,116,95,126
3,0,135,111,106.5,112
2,0,135,116,99.25,120
3,0,134,116,104,116
2,0,133,113,105.75,114
2,0,136,120,94.5,126
3,0,137,120,113,108
2,0,134,117,101,122
3,0,135,118,111,110
2,0,135,122,92.5,128
3,0,135,117,105.75,114
1,0,132,113,95.5,126
3,0,137,121,115.25,104
3,0,137,121,104.75,112
3,0,137,123,118.25,102
3,0,137,123,114.5,104
3,0,136,122,110.25,108
1,0,133,110,94,128
2,0,135,112,102.25,118
3,0,135,116,101.75,118
2,0,134,115,98,122
3,0,133,118,103.25,116
2,0,134,114,104,116
2,0,134,119,94.25,124
3,0,136,119,108.5,112
2,0,135,116,95.5,126
3,0,135,114,101.25,118
2,0,136,121,91.25,128
3,0,135,114,106,114
1,0,130,113,98.5,122
2,0,131,117,100.25,122
3,0,130,116,107.5,110
2,0,132,117,94.5,126
3,0,132,118,107,112
2,0,132,118,100.5,124
3,0,131,114,108,112
2,0,132,119,93,126
3,0,132,115,110,108
2,0,133,119,96,124
3,0,132,115,112.5,108
2,0,132,116,99,122
1,0,130,110,97.5,122
2,0,132,114,103.25,116
3,0,132,114,106.75,114
2,0,132,115,101,118
3,0,131,114,106.75,112
2,0,132,113,107,112
2,0,135,115,97,122
3,0,140,121,116.75,110
2,1,144,110,104.25,122
3,0,134,116,109.25,112
2,0,132,116,99.5,122
3,0,133,118,109,110
1,0,132,113,98.5,122
3,0,135,120,113,106
3,0,133,122,102.75,114
3,0,135,121,111.75,106
3,0,135,124,120.75,102
3,0,135,122,111.75,106
1,0,132,110,95,124
2,0,132,116,100.25,118
3,0,131,113,106.75,112
2,0,134,113,103,116
3,0,132,115,106,114
2,0,132,116,99,118
2,0,133,120,92.5,126
3,0,133,116,110.5,110
2,0,133,118,95.25,124
3,0,132,113,108,112
2,0,133,117,96,124
3,0,133,113,105.25,114
1,0,132,115,99.25,122
3,0,136,121,112.75,104
3,0,135,122,114,108
3,0,137,123,117.5,102
3,0,137,124,119,102
3,0,136,122,110.25,110
1,0,133,111,99.5,120
2,0,132,118,95.75,126
3,0,132,115,106.25,112
2,0,133,116,96,122
3,0,133,113,104.75,114
2,0,132,114,102.25,118
3,0,135,120,113.5,106
2,0,135,120,95.75,126
3,0,133,118,108,110
2,0,133,115,104.25,116
3,0,133,115,107.25,112
2,0,135,120,91.75,128
1,0,132,113,95.5,126
2,0,133,115,102.25,116
3,0,132,113,107,112
2,0,133,115,105,116
3,0,133,116,102.25,116
2,0,133,114,105.5,116
2,0,135,113,99.25,122
3,0,135,117,109.5,110
2,0,134,113,101,122
3,0,135,114,107.75,112
2,0,135,116,101,120
3,0,135,116,107,114
1,0,134,112,100.5,120
2,0,133,118,98,122
3,0,133,114,106.5,112
2,0,133,118,96,124
3,0,133,114,106.25,114
2,0,133,116,97.5,122
3,0,135,122,114.75,108
2,0,133,118,100.75,120
3,0,134,122,113.25,110
2,0,134,116,102.75,118
3,0,133,117,110.75,110
2,0,133,114,102.25,120
1,0,132,111,97,124
2,0,133,118,102.5,114
3,0,132,116,106.25,112
2,0,133,114,106.75,114
3,0,134,117,105.25,118
2,0,134,113,105.5,114
2,0,135,118,95.75,122
3,0,137,121,112.5,108
2,0,135,116,98.5,122
3,0,135,113,104.75,116
2,0,134,115,100.25,120
3,0,134,117,108,114
1,0,132,114,95.75,124
3,0,137,123,114.5,104
3,0,137,123,116,104
3,0,137,125,116.75,104
3,0,138,125,117,104
3,0,137,123,110.25,108
1,0,132,111,103.25,118
2,0,132,118,98.5,120
3,0,130,114,106.25,112
2,0,132,116,96.5,124
3,0,132,115,103.25,114
2,0,131,114,99.75,120
3,0,135,121,112.5,108
2,0,133,118,95,124
3,0,134,118,107.25,114
2,0,134,120,95.5,124
3,0,133,114,108.75,112
2,0,134,113,105,118
1,0,131,112,94.75,126
2,0,134,116,95.5,124
3,0,132,113,103.5,114
2,0,133,113,107.25,116
3,0,132,113,105.25,114
2,0,133,112,101.75,118
2,0,133,114,103,118
3,0,135,118,115.25,108
2,0,133,116,97,122
3,0,134,115,109.5,110
2,0,133,115,96.25,122
3,0,134,116,108.25,112
1,0,133,111,106.75,114
2,0,130,117,98.25,122
3,0,132,116,106.25,112
2,0,132,117,98.25,124
3,0,132,115,105.25,114
2,0,132,116,98.25,118
3,0,133,120,111.25,106
2,0,133,120,95,124
3,0,132,116,110,110
2,0,133,119,95.75,122
3,0,132,114,109,112
2,0,132,113,102,120
1,0,131,112,97.25,122
2,0,132,116,101.75,116
3,0,131,114,109.5,108
2,0,132,116,97.75,122
3,0,133,112,108,112
2,0,132,112,102.75,116
2,0,134,118,96.5,122
3,0,135,120,114.75,106
2,0,145,111,104.5,122
3,0,135,113,106.25,114
2,0,133,115,103.25,118
3,0,135,118,108.75,110
1,0,131,113,97.25,122
2,0,130,117,99.75,122
3,0,131,115,107.25,110
2,0,131,117,102,116
3,0,131,115,104.75,114
2,0,131,115,99.75,118
3,0,133,119,116,106
2,0,132,115,102.75,116
3,0,133,112,107,110
2,0,133,119,96.75,122
3,0,132,110,106.25,112
2,0,132,112,103,118
1,0,130,111,97.25,122
2,0,133,116,99.25,120
3,0,131,112,106.25,110
2,0,132,113,105.75,116
3,0,132,113,104.5,114
2,0,132,113,103.75,114
2,0,133,120,96.5,126
3,0,135,120,113.5,108
2,0,134,116,100,122
3,0,134,113,107,114
2,0,133,115,97.75,122
3,0,134,115,105.5,116
1,0,130,116,95.5,126
3,0,135,125,117,104
3,0,134,121,116,106
3,0,135,122,119,100
3,0,139,124,119.75,104
3,0,136,122,111.5,108
1,0,132,112,102.25,120
2,0,133,116,99,122
3,0,132,113,108.5,110
2,0,133,116,97,124
3,0,134,108,108,110
2,0,133,115,98.25,120
3,0,135,120,109.5,108
2,0,135,120,94.75,124
3,0,133,119,105,116
2,0,133,112,103,116
3,0,135,116,108,112
2,0,133,115,100.75,120
1,0,131,111,95.25,124
2,0,133,114,100.25,118
3,0,132,113,106.75,110
2,0,132,115,103.5,118
3,0,132,116,104.75,114
2,0,133,115,100.25,120
2,0,134,116,100.25,120
3,0,135,115,104,116
2,0,146,106,100.75,122
3,0,134,113,107,116
2,0,134,117,96.5,124
3,0,133,116,104,114
1,0,132,114,100.25,120
2,0,131,118,100.75,122
3,0,132,116,108.25,112
2,0,132,117,98.5,118
3,0,132,115,106.5,112
2,0,132,116,96.75,122
3,0,135,121,113.75,106
2,0,132,120,94.75,124
3,0,133,115,106,114
2,0,134,118,100,118
3,0,132,116,106.75,112
2,0,133,114,100,122
1,0,132,112,98.75,120
2,0,133,117,105.5,114
3,0,132,115,105.75,114
2,0,134,115,104.25,116
3,0,132,116,102.25,116
2,0,133,113,103.5,116
2,0,134,115,98.25,118
3,0,138,118,106.75,114
2,1,147,107,105.75,124
3,0,135,113,108.5,112
2,0,133,113,101.75,118
3,0,134,116,107.25,114
1,0,133,115,100.5,122
2,0,131,116,99.25,120
3,0,132,114,106.25,112
2,0,133,118,97.75,126
3,0,133,111,107.25,112
2,0,133,115,99,120
3,0,142,118,104.25,114
2,0,133,120,95,124
3,0,140,111,105.25,118
2,0,137,116,95.75,124
3,0,130,111,107.5,110
2,0,132,115,100,120
1,0,132,109,94.75,124
2,0,138,111,101.25,118
3,0,135,111,106,114
2,0,133,113,105.25,116
3,0,133,113,104.5,116
2,0,133,112,105.25,116
2,0,133,116,98.75,120
3,0,132,114,106.25,114
2,0,135,113,98.25,122
3,0,133,113,105.75,114
2,0,133,114,99.5,120
3,0,133,115,106.75,114
1,0,132,115,98.25,124
2,0,132,117,97.5,126
3,0,131,116,107,110
2,0,133,118,97.75,128
3,0,133,113,103.25,116
2,0,135,117,95.5,128
3,0,133,117,106.5,110
2,0,132,118,96.75,122
3,0,133,115,107.75,112
2,0,136,118,95.5,122
3,0,133,115,106,114
2,0,134,120,93,126
1,0,132,110,97.5,122
2,0,142,115,98.75,120
3,0,133,111,106.75,114
2,0,135,115,97.75,122
3,0,133,115,104.75,114
2,0,132,111,105.25,116
2,0,135,120,91.5,130
3,0,134,118,108.75,110
2,0,145,117,94.5,132
3,0,134,118,110.75,110
2,0,133,117,94.75,124
3,0,135,116,107.25,112
1,0,133,113,97.5,124
3,0,137,122,113,106
3,0,135,120,103.5,114
3,0,138,123,114,106
3,0,138,122,114,106
3,0,136,122,109.5,108
1,0,132,111,96.75,124
2,0,135,115,101.75,118
3,0,133,113,104.5,114
2,0,134,115,101.75,118
3,0,133,113,105,114
2,0,132,116,99.25,120
2,0,134,119,91.5,128
3,0,135,118,107.75,112
2,1,147,106,106.25,126
3,0,137,110,107,116
2,0,135,118,89.5,130
3,0,133,111,105,114
3,0,130,114,102.5,122
2,0,131,118,96,122
3,0,142,101,109.25,114
2,0,135,113,97,122
3,0,130,111,106.5,112
2,0,131,116,97.75,124
1,0,129,107,97.25,122
2,0,130,115,99,118
3,0,128,111,107.5,110
2,0,130,114,98.75,120
3,0,129,113,105.5,114
2,0,130,112,102.75,116
2,0,130,115,95.25,122
3,0,130,110,104,116
2,0,132,118,93,126
3,0,132,114,112,110
2,0,130,113,99,120
3,0,131,113,108.25,114
1,0,136,101,100.5,120
3,0,142,120,114,110
3,0,142,113,103.25,114
3,0,142,118,111.75,108
3,0,144,120,117,108
3,0,144,115,110.5,112
1,0,128,109,95.5,124
2,0,132,111,103.75,116
3,0,130,111,104.75,114
2,0,132,113,98.25,122
3,0,129,111,106.75,114
2,0,132,112,103,116
2,0,132,118,94,128
3,0,129,110,107.5,114
2,0,132,116,95.25,124
3,0,130,110,108.25,114
2,0,131,116,95,126
3,0,131,113,107.75,112
1,0,130,111,105.25,116
2,0,130,117,99.5,128
3,0,129,115,108.75,110
2,0,130,115,96.25,124
3,0,130,115,102.5,114
2,0,130,113,98.25,120
3,0,131,116,109.75,110
2,0,129,115,100.75,118
3,0,131,116,108.25,112
2,0,130,113,102.5,118
3,0,130,110,107,112
2,0,129,114,102,118
1,0,129,110,98,120
2,0,130,112,103.5,114
3,0,130,111,106.75,112
2,0,130,113,107.5,114
3,0,131,113,105.5,114
2,0,130,111,104.5,114
2,0,131,113,102.5,118
3,0,132,116,111.25,110
2,0,132,114,102,118
3,0,132,114,105.75,114
2,0,131,115,99.75,122
3,0,132,113,106.25,116
1,0,130,114,98,124
2,0,131,118,102.25,126
3,0,130,117,106,110
2,0,131,117,99,120
3,0,131,112,105.25,114
2,0,132,115,99,126
3,0,131,119,110.25,110
2,0,132,118,94.75,126
3,0,130,112,106.75,112
2,0,132,119,95.75,124
3,0,129,114,108,112
2,0,133,116,92.75,126
1,0,129,110,96.75,122
2,0,132,119,99,120
3,0,130,111,107.5,114
2,0,132,116,98.25,122
3,0,131,115,104.75,114
2,0,130,110,108.5,112
2,0,132,118,95.75,124
3,0,134,120,115.25,106
2,0,133,116,98.75,122
3,0,133,115,111.25,110
2,0,132,115,101.5,118
3,0,132,116,106.5,114
1,0,131,111,95,126
3,0,134,119,111.25,108
3,0,133,120,103,114
3,0,135,122,117,104
3,0,136,122,120,104
3,0,135,119,111.25,106
1,0,129,110,99.25,122
2,0,142,110,97.5,122
3,0,128,112,106.75,112
2,0,134,115,100.5,120
3,0,132,110,108.25,114
2,0,132,111,107.25,114
2,0,132,117,94.25,124
3,0,133,118,109,110
2,0,132,115,97.75,124
3,0,132,110,108,112
2,0,132,118,94.25,128
3,0,132,113,105.25,114
1,0,130,112,97,124
3,0,135,119,112,108
3,0,134,118,108.75,110
3,0,132,121,117.25,104
3,0,137,121,116,106
3,0,137,121,113.5,110
1,0,132,110,98.5,122
2,0,130,116,100.75,122
3,0,130,111,107.5,112
2,0,130,115,98.25,122
3,0,131,110,108,112
2,0,131,115,97.25,122
3,0,133,119,114,106
2,0,130,117,94.25,124
3,0,131,113,107.75,112
2,0,131,115,96.75,122
